Order ID,Order Date,Region,City,Segment,Ship Mode,Category,Sub-Category,Product Name,Sales Rep,Customer Name,Quantity,Unit Price,Discount,Sales,Cost,Profit,Profit Margin
ORD-2025-1736,2025-03-11,East,New York,Home Office,Standard Class,Furniture,Furnishings,Wall Clock,Ben Torres,James Martinez,1,25.91,0.1,23.32,13.36,9.96,0.4271
ORD-2025-1932,2025-03-11,Central,Dallas,Corporate,Standard Class,Furniture,Bookcases,Corner Bookcase,Fatima Noor,David Rodriguez,3,185.63,0.0,556.89,334.86,222.03,0.3987
ORD-2025-1180,2025-03-11,East,Boston,Consumer,Second Class,Furniture,Bookcases,Corner Bookcase,Aisha Kumar,Robert Kim,5,187.58,0.0,937.9,624.37,313.53,0.3343
ORD-2025-1499,2025-03-12,South,Atlanta,Home Office,Second Class,Office Supplies,Art,Sketch Pad Pro,Hiro Tanaka,Emma Williams,3,11.38,0.0,34.14,14.23,19.91,0.5832
ORD-2025-2063,2025-03-12,Central,Houston,Consumer,Standard Class,Office Supplies,Art,Marker Set,Fatima Noor,Robert Patel,4,15.44,0.0,61.76,26.86,34.9,0.5651
ORD-2025-1589,2025-03-12,West,San Diego,Home Office,Same Day,Office Supplies,Supplies,Scissors Set,Chloe Zhang,Robert Lee,4,8.41,0.05,31.96,16.01,15.95,0.4991
ORD-2025-1732,2025-03-12,South,Nashville,Home Office,First Class,Office Supplies,Supplies,Stapler Heavy Duty,Grace Lin,Carlos Davis,2,19.23,0.0,38.46,21.37,17.09,0.4444
ORD-2025-2335,2025-03-12,East,Boston,Corporate,Standard Class,Technology,Machines,Label Maker,Ben Torres,David Silva,4,62.12,0.2,198.78,144.69,54.09,0.2721
ORD-2025-1668,2025-03-12,East,Boston,Home Office,Standard Class,Technology,Copiers,All-in-One Copier,Aisha Kumar,David Patel,8,1300.08,0.05,9880.61,8339.9,1540.71,0.1559
ORD-2025-2476,2025-03-12,East,New York,Corporate,Second Class,Technology,Copiers,Compact Copier,Aisha Kumar,Wei Khan,1,744.59,0.15,632.9,522.26,110.64,0.1748
ORD-2025-2218,2025-03-12,South,Atlanta,Corporate,First Class,Office Supplies,Binders,Heavy-Duty 3-Ring Binder,Grace Lin,Olivia Brown,1,11.56,0.1,10.4,4.7,5.7,0.5481
ORD-2025-1188,2025-03-12,South,Charlotte,Consumer,First Class,Office Supplies,Storage,File Storage Box,Grace Lin,Ava Brown,1,22.36,0.0,22.36,12.65,9.71,0.4343
ORD-2025-1214,2025-03-12,South,Charlotte,Consumer,Same Day,Office Supplies,Supplies,Stapler Heavy Duty,Grace Lin,Patricia Nguyen,1,20.48,0.3,14.34,10.14,4.2,0.2929
ORD-2025-2114,2025-03-13,South,Charlotte,Consumer,Standard Class,Furniture,Chairs,Executive Leather Chair,Grace Lin,Emma Johnson,2,346.08,0.1,622.94,437.31,185.63,0.298
ORD-2025-1954,2025-03-13,West,Seattle,Home Office,Standard Class,Furniture,Bookcases,5-Shelf Bookcase,Chloe Zhang,James Khan,1,151.64,0.0,151.64,86.46,65.18,0.4298
ORD-2025-2413,2025-03-13,West,Seattle,Corporate,Standard Class,Furniture,Bookcases,Corner Bookcase,Chloe Zhang,John Williams,9,175.22,0.15,1340.43,955.74,384.69,0.287
ORD-2025-1907,2025-03-13,East,New York,Consumer,Standard Class,Furniture,Chairs,Executive Leather Chair,Aisha Kumar,Jennifer Smith,1,364.43,0.05,346.21,216.56,129.65,0.3745
ORD-2025-1026,2025-03-13,Central,Dallas,Corporate,Same Day,Furniture,Furnishings,Wall Clock,Ethan Osei,Priya Chen,3,24.4,0.05,69.54,38.21,31.33,0.4505
ORD-2025-2410,2025-03-14,Central,Minneapolis,Consumer,First Class,Office Supplies,Supplies,Scissors Set,Fatima Noor,Michael Clark,3,8.52,0.1,23.0,11.62,11.38,0.4948
ORD-2025-1171,2025-03-14,South,Atlanta,Corporate,Standard Class,Office Supplies,Binders,Presentation Binder Set,Hiro Tanaka,Emma Miller,11,17.34,0.15,162.13,96.5,65.63,0.4048
ORD-2025-1979,2025-03-14,West,Los Angeles,Corporate,First Class,Technology,Phones,Wireless Office Headset,Daniel Reyes,Priya Brown,2,136.56,0.05,259.46,178.22,81.24,0.3131
ORD-2025-1702,2025-03-14,Central,Houston,Consumer,Standard Class,Furniture,Bookcases,Corner Bookcase,Ethan Osei,Jennifer Nguyen,2,180.29,0.05,342.55,225.05,117.5,0.343
ORD-2025-1661,2025-03-14,South,Nashville,Consumer,Standard Class,Office Supplies,Supplies,Scissors Set,Grace Lin,Noah Chen,1,7.65,0.0,7.65,4.12,3.53,0.4614
ORD-2025-1266,2025-03-15,Central,Dallas,Corporate,Standard Class,Office Supplies,Storage,Rolling File Cart,Fatima Noor,Olivia Singh,1,92.02,0.0,92.02,56.81,35.21,0.3826
ORD-2025-2574,2025-03-15,West,San Diego,Consumer,Standard Class,Office Supplies,Storage,File Storage Box,Daniel Reyes,Olivia Martinez,5,20.91,0.1,94.09,53.44,40.65,0.432
ORD-2025-2328,2025-03-15,West,Los Angeles,Corporate,Standard Class,Furniture,Furnishings,Wall Clock,Chloe Zhang,Mateo Lee,1,23.1,0.0,23.1,10.86,12.24,0.5299
ORD-2025-1575,2025-03-16,West,Los Angeles,Corporate,Standard Class,Furniture,Bookcases,5-Shelf Bookcase,Chloe Zhang,Robert Lewis,3,153.01,0.0,459.03,279.0,180.03,0.3922
ORD-2025-2557,2025-03-17,South,Nashville,Home Office,Standard Class,Office Supplies,Binders,Heavy-Duty 3-Ring Binder,Grace Lin,Liam Chen,7,12.56,0.05,83.52,41.58,41.94,0.5022
ORD-2025-1809,2025-03-17,West,San Diego,Consumer,Same Day,Office Supplies,Paper,Sticky Notes Pack,Chloe Zhang,Mary Nguyen,2,8.78,0.15,14.93,7.65,7.28,0.4876
ORD-2025-1553,2025-03-17,East,New York,Consumer,Second Class,Technology,Copiers,All-in-One Copier,Ben Torres,Jennifer Patel,1,1256.73,0.05,1193.89,1031.49,162.4,0.136
ORD-2025-1231,2025-03-18,West,Los Angeles,Corporate,Second Class,Office Supplies,Storage,Rolling File Cart,Chloe Zhang,Robert Brown,2,91.36,0.0,182.72,122.46,60.26,0.3298
ORD-2025-1474,2025-03-18,East,New York,Consumer,Standard Class,Furniture,Tables,Conference Table 8ft,Aisha Kumar,David Lee,4,943.97,0.15,3209.5,2360.16,849.34,0.2646
ORD-2025-1018,2025-03-18,East,New York,Consumer,Second Class,Technology,Accessories,USB-C Hub,Ben Torres,Linda Rodriguez,2,40.46,0.0,80.92,46.51,34.41,0.4252
ORD-2025-2468,2025-03-18,West,San Francisco,Corporate,Standard Class,Furniture,Furnishings,LED Desk Lamp,Daniel Reyes,Robert Smith,2,40.1,0.05,76.19,41.7,34.49,0.4527
ORD-2025-1365,2025-03-19,South,Charlotte,Corporate,Standard Class,Furniture,Chairs,Stackable Guest Chair,Grace Lin,James Jones,5,90.18,0.05,428.35,264.09,164.26,0.3835
ORD-2025-1682,2025-03-19,West,Seattle,Corporate,Second Class,Technology,Accessories,USB-C Hub,Daniel Reyes,Elizabeth Kim,1,41.31,0.05,39.24,24.11,15.13,0.3856
ORD-2025-1104,2025-03-19,West,Seattle,Consumer,Standard Class,Office Supplies,Supplies,Scissors Set,Daniel Reyes,Jennifer Nguyen,2,7.64,0.2,12.22,6.72,5.5,0.4501
ORD-2025-1355,2025-03-19,Central,Houston,Consumer,Same Day,Office Supplies,Paper,Premium Copy Paper (case),Fatima Noor,Elizabeth Lewis,5,34.69,0.0,173.45,93.61,79.84,0.4603
ORD-2025-1593,2025-03-19,East,Newark,Consumer,Standard Class,Office Supplies,Art,Sketch Pad Pro,Aisha Kumar,Mary Khan,2,10.52,0.0,21.04,8.54,12.5,0.5941
ORD-2025-1247,2025-03-19,East,Newark,Consumer,Second Class,Technology,Phones,Business Smartphone X2,Aisha Kumar,Emma Chen,7,606.66,0.05,4034.29,3377.83,656.46,0.1627
ORD-2025-1064,2025-03-19,East,Newark,Consumer,Second Class,Technology,Copiers,Compact Copier,Aisha Kumar,Linda Lewis,5,683.95,0.0,3419.75,2443.21,976.54,0.2856
ORD-2025-2540,2025-03-19,South,Charlotte,Consumer,First Class,Office Supplies,Art,Sketch Pad Pro,Grace Lin,David Williams,1,10.51,0.0,10.51,4.42,6.09,0.5794
ORD-2025-1755,2025-03-20,East,Philadelphia,Home Office,Standard Class,Office Supplies,Storage,File Storage Box,Ben Torres,Jennifer Patel,2,22.24,0.0,44.48,22.64,21.84,0.491
ORD-2025-1511,2025-03-21,Central,Chicago,Consumer,Second Class,Furniture,Chairs,Executive Leather Chair,Ethan Osei,Wei Miller,7,360.61,0.0,2524.27,1643.46,880.81,0.3489
ORD-2025-1629,2025-03-21,East,Newark,Consumer,First Class,Technology,Accessories,Wireless Mouse,Ben Torres,Michael Smith,10,30.13,0.0,301.3,181.27,120.03,0.3984
ORD-2025-1246,2025-03-21,South,Atlanta,Consumer,Standard Class,Technology,Copiers,All-in-One Copier,Grace Lin,Liam Miller,5,1252.25,0.05,5948.19,4706.53,1241.66,0.2087
ORD-2025-1294,2025-03-22,Central,Minneapolis,Corporate,Standard Class,Office Supplies,Storage,Rolling File Cart,Fatima Noor,Wei Smith,2,88.61,0.1,159.5,110.42,49.08,0.3077
ORD-2025-2421,2025-03-22,East,Philadelphia,Corporate,Standard Class,Technology,Machines,Laser Printer Pro,Ben Torres,James Smith,4,439.81,0.2,1407.39,1236.68,170.71,0.1213
ORD-2025-2304,2025-03-22,South,Charlotte,Consumer,Second Class,Technology,Copiers,Compact Copier,Hiro Tanaka,Ava Patel,4,675.54,0.05,2567.05,1940.09,626.96,0.2442
ORD-2025-2046,2025-03-22,South,Nashville,Corporate,Second Class,Furniture,Chairs,Stackable Guest Chair,Hiro Tanaka,Olivia Silva,6,95.23,0.3,399.97,262.68,137.29,0.3433
ORD-2025-2348,2025-03-24,Central,Dallas,Consumer,First Class,Technology,Accessories,USB-C Hub,Fatima Noor,Elizabeth Garcia,8,38.18,0.3,213.81,164.75,49.06,0.2295
ORD-2025-1189,2025-03-24,South,Charlotte,Consumer,Standard Class,Office Supplies,Art,Marker Set,Grace Lin,Priya Davis,2,15.65,0.0,31.3,15.42,15.88,0.5073
ORD-2025-1224,2025-03-25,Central,Houston,Consumer,Standard Class,Office Supplies,Storage,Rolling File Cart,Ethan Osei,David Rodriguez,3,95.57,0.1,258.04,180.18,77.86,0.3017
ORD-2025-2146,2025-03-25,West,Seattle,Consumer,Standard Class,Technology,Copiers,Compact Copier,Chloe Zhang,Jennifer Rodriguez,1,682.56,0.1,614.3,488.4,125.9,0.2049
ORD-2025-2315,2025-03-25,South,Nashville,Consumer,Same Day,Furniture,Chairs,Executive Leather Chair,Hiro Tanaka,David Rodriguez,1,363.53,0.05,345.35,236.4,108.95,0.3155
ORD-2025-1429,2025-03-25,East,New York,Corporate,Standard Class,Technology,Accessories,USB-C Hub,Ben Torres,Olivia Silva,2,39.8,0.15,67.66,48.93,18.73,0.2768
ORD-2025-1191,2025-03-25,Central,Dallas,Consumer,Second Class,Technology,Accessories,Wireless Mouse,Fatima Noor,Robert Smith,7,27.64,0.05,183.81,103.97,79.84,0.4344
ORD-2025-1563,2025-03-26,South,Atlanta,Consumer,Second Class,Technology,Copiers,Compact Copier,Grace Lin,Wei Jones,2,718.72,0.0,1437.44,1058.2,379.24,0.2638
ORD-2025-2177,2025-03-26,Central,Chicago,Consumer,First Class,Furniture,Bookcases,5-Shelf Bookcase,Ethan Osei,Mary Miller,2,151.36,0.1,272.45,188.96,83.49,0.3064
ORD-2025-1590,2025-03-26,South,Miami,Consumer,Standard Class,Furniture,Bookcases,5-Shelf Bookcase,Grace Lin,Linda Johnson,3,148.18,0.3,311.18,235.43,75.75,0.2434
ORD-2025-2087,2025-03-26,Central,Houston,Consumer,Second Class,Technology,Phones,Business Smartphone X2,Fatima Noor,James Rodriguez,8,587.45,0.05,4464.62,3561.58,903.04,0.2023
ORD-2025-1493,2025-03-27,Central,Dallas,Consumer,Standard Class,Furniture,Tables,Conference Table 8ft,Fatima Noor,Priya Rodriguez,2,950.79,0.0,1901.58,1283.16,618.42,0.3252
ORD-2025-1634,2025-03-27,East,Philadelphia,Corporate,Standard Class,Office Supplies,Binders,Presentation Binder Set,Ben Torres,Liam Chen,2,17.92,0.05,34.05,16.97,17.08,0.5016
ORD-2025-1882,2025-03-27,East,New York,Consumer,First Class,Furniture,Bookcases,Corner Bookcase,Aisha Kumar,Noah Martinez,1,175.89,0.0,175.89,119.48,56.41,0.3207
ORD-2025-2281,2025-03-28,South,Nashville,Corporate,Same Day,Technology,Copiers,Compact Copier,Grace Lin,James Singh,1,735.1,0.05,698.35,534.38,163.97,0.2348
ORD-2025-2521,2025-03-29,East,Boston,Corporate,Standard Class,Furniture,Furnishings,Wall Clock,Ben Torres,Mateo Johnson,4,22.95,0.1,82.62,43.13,39.49,0.478
ORD-2025-1481,2025-03-30,South,Miami,Home Office,Standard Class,Office Supplies,Paper,Sticky Notes Pack,Hiro Tanaka,Michael Williams,2,8.92,0.0,17.84,7.99,9.85,0.5521
ORD-2025-1791,2025-03-31,West,Seattle,Consumer,Standard Class,Office Supplies,Supplies,Stapler Heavy Duty,Daniel Reyes,Priya Williams,1,18.34,0.0,18.34,9.46,8.88,0.4842
ORD-2025-1901,2025-03-31,East,Philadelphia,Corporate,Second Class,Office Supplies,Paper,Sticky Notes Pack,Ben Torres,Michael Jones,2,9.62,0.1,17.32,7.7,9.62,0.5554
ORD-2025-2196,2025-03-31,East,Newark,Corporate,First Class,Office Supplies,Art,Marker Set,Aisha Kumar,Jennifer Clark,4,15.29,0.0,61.16,30.8,30.36,0.4964
ORD-2025-1960,2025-03-31,South,Atlanta,Home Office,Standard Class,Furniture,Tables,Round Meeting Table,Hiro Tanaka,Linda Davis,7,254.43,0.2,1424.81,1068.98,355.83,0.2497
ORD-2025-2359,2025-04-01,Central,Chicago,Corporate,Standard Class,Technology,Phones,Business Smartphone X2,Fatima Noor,Liam Davis,1,621.12,0.0,621.12,473.47,147.65,0.2377
ORD-2025-1030,2025-04-01,Central,Dallas,Corporate,Standard Class,Office Supplies,Art,Marker Set,Ethan Osei,Liam Chen,6,15.37,0.1,83.0,44.82,38.18,0.46
ORD-2025-1862,2025-04-01,Central,Dallas,Consumer,Same Day,Furniture,Chairs,Executive Leather Chair,Ethan Osei,Noah Singh,1,364.24,0.1,327.82,234.77,93.05,0.2838
ORD-2025-2025,2025-04-01,Central,Dallas,Consumer,Standard Class,Technology,Phones,Wireless Office Headset,Ethan Osei,Priya Kim,1,138.66,0.15,117.86,84.03,33.83,0.287
ORD-2025-2517,2025-04-01,South,Charlotte,Corporate,Standard Class,Office Supplies,Storage,Rolling File Cart,Hiro Tanaka,Michael Clark,2,95.99,0.2,153.58,113.28,40.3,0.2624
ORD-2025-2522,2025-04-02,West,San Diego,Corporate,First Class,Office Supplies,Supplies,Scissors Set,Chloe Zhang,Elizabeth Lewis,6,8.56,0.0,51.36,26.09,25.27,0.492
ORD-2025-1528,2025-04-02,South,Miami,Home Office,Standard Class,Office Supplies,Binders,Presentation Binder Set,Hiro Tanaka,Michael Jones,5,17.82,0.15,75.73,46.13,29.6,0.3909
ORD-2025-1701,2025-04-02,South,Charlotte,Consumer,Standard Class,Furniture,Chairs,Executive Leather Chair,Grace Lin,David Williams,10,366.55,0.0,3665.5,2441.73,1223.77,0.3339
ORD-2025-1874,2025-04-04,West,Seattle,Consumer,First Class,Office Supplies,Art,Marker Set,Chloe Zhang,Mateo Clark,2,14.58,0.15,24.79,14.3,10.49,0.4232
ORD-2025-1291,2025-04-04,West,San Diego,Corporate,Standard Class,Furniture,Bookcases,5-Shelf Bookcase,Daniel Reyes,David Silva,8,148.2,0.0,1185.6,720.95,464.65,0.3919
ORD-2025-1124,2025-04-04,Central,Minneapolis,Consumer,Standard Class,Office Supplies,Storage,Rolling File Cart,Fatima Noor,Michael Silva,2,88.59,0.2,141.74,109.52,32.22,0.2273
ORD-2025-1108,2025-04-04,West,Los Angeles,Consumer,First Class,Technology,Machines,Label Maker,Daniel Reyes,John Singh,3,62.89,0.15,160.37,104.6,55.77,0.3478
ORD-2025-2312,2025-04-05,South,Miami,Consumer,Standard Class,Furniture,Bookcases,Corner Bookcase,Hiro Tanaka,Ava Davis,1,175.68,0.1,158.11,105.51,52.6,0.3327
ORD-2025-1147,2025-04-05,West,Los Angeles,Consumer,First Class,Technology,Phones,Business Smartphone X2,Chloe Zhang,Sofia Jones,5,587.07,0.1,2641.82,2191.2,450.62,0.1706
ORD-2025-2221,2025-04-05,West,San Francisco,Consumer,Same Day,Furniture,Tables,Round Meeting Table,Daniel Reyes,Priya Miller,2,247.71,0.05,470.65,320.73,149.92,0.3185
ORD-2025-1565,2025-04-05,Central,Chicago,Consumer,First Class,Technology,Accessories,USB-C Hub,Fatima Noor,Elizabeth Kim,1,41.16,0.0,41.16,23.26,17.9,0.4349
ORD-2025-1544,2025-04-05,South,Atlanta,Home Office,Standard Class,Technology,Accessories,Wireless Mouse,Grace Lin,Jennifer Clark,2,30.55,0.0,61.1,34.67,26.43,0.4326
ORD-2025-1675,2025-04-06,West,Seattle,Consumer,First Class,Office Supplies,Binders,Presentation Binder Set,Chloe Zhang,Noah Nguyen,6,17.3,0.0,103.8,55.98,47.82,0.4607
ORD-2025-1717,2025-04-06,Central,Houston,Consumer,Standard Class,Office Supplies,Storage,File Storage Box,Ethan Osei,Linda Rodriguez,1,21.49,0.15,18.27,12.1,6.17,0.3377
ORD-2025-1618,2025-04-06,South,Miami,Consumer,Standard Class,Furniture,Chairs,Ergo Mesh Office Chair,Hiro Tanaka,John Patel,3,200.35,0.0,601.05,346.11,254.94,0.4242
ORD-2025-2227,2025-04-06,West,Los Angeles,Consumer,Standard Class,Office Supplies,Art,Sketch Pad Pro,Chloe Zhang,Liam Singh,4,11.1,0.0,44.4,20.09,24.31,0.5475
ORD-2025-2189,2025-04-07,Central,Chicago,Corporate,First Class,Technology,Copiers,All-in-One Copier,Fatima Noor,Patricia Kim,4,1241.56,0.0,4966.24,4052.62,913.62,0.184
ORD-2025-2121,2025-04-08,South,Atlanta,Corporate,Standard Class,Furniture,Chairs,Stackable Guest Chair,Hiro Tanaka,Linda Patel,3,95.97,0.1,259.12,147.16,111.96,0.4321
ORD-2025-2084,2025-04-08,Central,Minneapolis,Corporate,Second Class,Technology,Copiers,All-in-One Copier,Ethan Osei,Jennifer Clark,1,1245.85,0.0,1245.85,946.71,299.14,0.2401
ORD-2025-2102,2025-04-08,East,New York,Home Office,Second Class,Furniture,Chairs,Executive Leather Chair,Ben Torres,Liam Brown,1,352.51,0.0,352.51,234.5,118.01,0.3348
ORD-2025-2412,2025-04-09,Central,Chicago,Home Office,Standard Class,Furniture,Furnishings,Wall Clock,Ethan Osei,Mary Smith,4,24.72,0.0,98.88,48.7,50.18,0.5075
ORD-2025-1268,2025-04-09,West,Seattle,Consumer,First Class,Furniture,Chairs,Executive Leather Chair,Daniel Reyes,Wei Khan,1,342.39,0.3,239.67,180.13,59.54,0.2484
ORD-2025-2392,2025-04-09,Central,Chicago,Corporate,Standard Class,Furniture,Tables,Conference Table 8ft,Ethan Osei,Jennifer Singh,6,872.76,0.1,4712.9,3665.6,1047.3,0.2222
ORD-2025-2558,2025-04-10,Central,Minneapolis,Consumer,Standard Class,Office Supplies,Supplies,Stapler Heavy Duty,Fatima Noor,Sofia Brown,2,19.38,0.0,38.76,19.62,19.14,0.4938
ORD-2025-2510,2025-04-11,East,Philadelphia,Home Office,Second Class,Office Supplies,Storage,File Storage Box,Aisha Kumar,Liam Miller,5,21.34,0.0,106.7,58.26,48.44,0.454
ORD-2025-1308,2025-04-11,West,Seattle,Corporate,Standard Class,Furniture,Chairs,Stackable Guest Chair,Chloe Zhang,Olivia Lewis,1,93.47,0.0,93.47,49.67,43.8,0.4686
ORD-2025-1367,2025-04-12,West,Seattle,Consumer,Standard Class,Furniture,Chairs,Stackable Guest Chair,Daniel Reyes,Olivia Patel,1,90.12,0.1,81.11,46.79,34.32,0.4231
ORD-2025-1848,2025-04-12,Central,Dallas,Home Office,Second Class,Office Supplies,Art,Marker Set,Ethan Osei,Mateo Johnson,5,15.98,0.15,67.92,34.75,33.17,0.4884
ORD-2025-2152,2025-04-12,East,Philadelphia,Consumer,Second Class,Office Supplies,Art,Sketch Pad Pro,Ben Torres,David Williams,1,11.74,0.05,11.15,4.89,6.26,0.5614
ORD-2025-1552,2025-04-12,Central,Minneapolis,Corporate,Same Day,Furniture,Bookcases,5-Shelf Bookcase,Ethan Osei,David Miller,7,149.26,0.0,1044.82,593.84,450.98,0.4316
ORD-2025-1288,2025-04-13,West,San Diego,Corporate,Standard Class,Technology,Accessories,Wireless Mouse,Chloe Zhang,Michael Davis,5,28.89,0.15,122.78,83.14,39.64,0.3229
ORD-2025-1140,2025-04-13,Central,Dallas,Consumer,Standard Class,Office Supplies,Storage,File Storage Box,Ethan Osei,Emma Clark,5,23.51,0.1,105.8,62.47,43.33,0.4095
ORD-2025-1858,2025-04-14,Central,Dallas,Home Office,Standard Class,Office Supplies,Storage,Rolling File Cart,Fatima Noor,Ava Rodriguez,1,85.93,0.15,73.04,49.67,23.37,0.32
ORD-2025-1834,2025-04-14,West,San Francisco,Corporate,First Class,Technology,Machines,Laser Printer Pro,Daniel Reyes,Olivia Williams,3,462.53,0.1,1248.83,1045.57,203.26,0.1628
ORD-2025-1680,2025-04-14,South,Atlanta,Consumer,First Class,Furniture,Furnishings,LED Desk Lamp,Grace Lin,Ava Kim,1,38.59,0.1,34.73,19.38,15.35,0.442
ORD-2025-1725,2025-04-14,South,Miami,Consumer,Standard Class,Technology,Copiers,All-in-One Copier,Grace Lin,Emma Lee,1,1287.69,0.05,1223.31,1021.63,201.68,0.1649
ORD-2025-1539,2025-04-14,Central,Chicago,Consumer,Standard Class,Technology,Copiers,All-in-One Copier,Fatima Noor,Emma Clark,1,1396.0,0.1,1256.4,1043.27,213.13,0.1696
ORD-2025-1183,2025-04-15,West,San Diego,Consumer,Standard Class,Office Supplies,Binders,Presentation Binder Set,Chloe Zhang,Priya Jones,2,19.06,0.05,36.21,20.2,16.01,0.4421
ORD-2025-1228,2025-04-15,East,Newark,Home Office,Standard Class,Office Supplies,Art,Marker Set,Ben Torres,Robert Jones,12,14.92,0.3,125.33,72.86,52.47,0.4187
ORD-2025-1769,2025-04-15,East,Newark,Consumer,Second Class,Technology,Machines,Label Maker,Ben Torres,Carlos Smith,1,61.78,0.1,55.6,39.59,16.01,0.2879
ORD-2025-1241,2025-04-16,Central,Chicago,Corporate,Second Class,Technology,Machines,Laser Printer Pro,Ethan Osei,Sofia Davis,2,465.29,0.1,837.52,651.05,186.47,0.2226
ORD-2025-1447,2025-04-16,Central,Minneapolis,Corporate,First Class,Technology,Accessories,Wireless Mouse,Ethan Osei,Carlos Miller,3,28.73,0.0,86.19,48.13,38.06,0.4416
ORD-2025-2182,2025-04-16,South,Miami,Consumer,Standard Class,Furniture,Chairs,Stackable Guest Chair,Hiro Tanaka,Jennifer Clark,4,86.28,0.15,293.35,172.9,120.45,0.4106
ORD-2025-1897,2025-04-16,East,New York,Corporate,Second Class,Furniture,Chairs,Ergo Mesh Office Chair,Ben Torres,Robert Brown,2,202.65,0.0,405.3,215.93,189.37,0.4672
ORD-2025-1573,2025-04-16,East,Boston,Corporate,Second Class,Office Supplies,Binders,Heavy-Duty 3-Ring Binder,Aisha Kumar,Patricia Khan,1,12.91,0.0,12.91,5.61,7.3,0.5655
ORD-2025-1426,2025-04-17,East,New York,Consumer,Standard Class,Technology,Accessories,Wireless Mouse,Aisha Kumar,Wei Miller,2,29.79,0.3,41.71,28.2,13.51,0.3239
ORD-2025-1002,2025-04-17,South,Miami,Consumer,Standard Class,Technology,Accessories,USB-C Hub,Grace Lin,Priya Rodriguez,1,41.9,0.0,41.9,26.83,15.07,0.3597
ORD-2025-1943,2025-04-17,East,Newark,Corporate,Standard Class,Office Supplies,Binders,Presentation Binder Set,Ben Torres,Sofia Nguyen,5,17.31,0.0,86.55,44.43,42.12,0.4867
ORD-2025-1309,2025-04-17,Central,Chicago,Consumer,Second Class,Furniture,Tables,Conference Table 8ft,Ethan Osei,Emma Patel,5,905.32,0.0,4526.6,3232.82,1293.78,0.2858
ORD-2025-2029,2025-04-18,West,San Francisco,Corporate,Standard Class,Technology,Accessories,Wireless Mouse,Chloe Zhang,Linda Nguyen,1,28.82,0.0,28.82,17.48,11.34,0.3935
ORD-2025-1806,2025-04-18,Central,Minneapolis,Consumer,Second Class,Technology,Copiers,Compact Copier,Fatima Noor,James Lewis,6,665.76,0.0,3994.56,3052.3,942.26,0.2359
ORD-2025-1107,2025-04-19,East,New York,Corporate,Standard Class,Technology,Phones,Wireless Office Headset,Ben Torres,David Nguyen,1,132.81,0.1,119.53,88.45,31.08,0.26
ORD-2025-1213,2025-04-19,East,New York,Corporate,First Class,Technology,Accessories,Wireless Mouse,Ben Torres,Carlos Khan,2,29.57,0.15,50.27,30.0,20.27,0.4032
ORD-2025-1691,2025-04-19,West,San Diego,Consumer,Same Day,Office Supplies,Binders,Presentation Binder Set,Chloe Zhang,Mateo Lewis,5,19.18,0.05,91.11,45.8,45.31,0.4973
ORD-2025-1592,2025-04-19,East,Boston,Consumer,First Class,Office Supplies,Paper,Sticky Notes Pack,Aisha Kumar,Mary Rodriguez,10,9.64,0.05,91.58,42.67,48.91,0.5341
ORD-2025-1947,2025-04-20,Central,Dallas,Consumer,Same Day,Technology,Machines,Laser Printer Pro,Ethan Osei,David Khan,6,455.79,0.2,2187.79,1954.35,233.44,0.1067
ORD-2025-2547,2025-04-20,West,Los Angeles,Consumer,Standard Class,Furniture,Chairs,Ergo Mesh Office Chair,Chloe Zhang,Jennifer Miller,1,203.11,0.05,192.95,113.9,79.05,0.4097
ORD-2025-1436,2025-04-20,East,New York,Corporate,Standard Class,Office Supplies,Storage,File Storage Box,Ben Torres,Elizabeth Khan,4,22.14,0.05,84.13,48.36,35.77,0.4252
ORD-2025-1222,2025-04-20,South,Atlanta,Home Office,Same Day,Office Supplies,Paper,Premium Copy Paper (case),Grace Lin,Mateo Smith,1,34.99,0.2,27.99,18.45,9.54,0.3408
ORD-2025-1467,2025-04-20,West,San Diego,Consumer,Standard Class,Office Supplies,Supplies,Scissors Set,Daniel Reyes,Carlos Martinez,1,7.74,0.0,7.74,3.72,4.02,0.5194
ORD-2025-2473,2025-04-20,East,New York,Consumer,Standard Class,Office Supplies,Paper,Premium Copy Paper (case),Aisha Kumar,Linda Smith,1,32.9,0.1,29.61,18.1,11.51,0.3887
ORD-2025-2435,2025-04-21,Central,Dallas,Corporate,Second Class,Office Supplies,Supplies,Stapler Heavy Duty,Ethan Osei,Sofia Silva,2,20.34,0.05,38.65,20.52,18.13,0.4691
ORD-2025-2210,2025-04-21,Central,Houston,Consumer,Standard Class,Technology,Accessories,USB-C Hub,Fatima Noor,Noah Nguyen,1,41.33,0.1,37.2,25.86,11.34,0.3048
ORD-2025-1197,2025-04-21,West,San Francisco,Corporate,Standard Class,Office Supplies,Storage,File Storage Box,Chloe Zhang,James Williams,1,22.75,0.15,19.34,11.22,8.12,0.4199
ORD-2025-1037,2025-04-22,East,Newark,Consumer,Standard Class,Office Supplies,Binders,Heavy-Duty 3-Ring Binder,Ben Torres,James Davis,1,11.43,0.0,11.43,4.95,6.48,0.5669
ORD-2025-1487,2025-04-22,Central,Houston,Consumer,Standard Class,Furniture,Furnishings,LED Desk Lamp,Ethan Osei,Elizabeth Martinez,1,41.2,0.05,39.14,21.92,17.22,0.44
